Company,Date Posted,Job_Description,Location,Title
ARAMARK,9/17/2016,"Maintain a safe, sanitary work environment, which conforms to all standards and regulations. Adhere to safety policies and accident reporting procedures. Review monthly menu and ensure that food items are ordered. Assist in conducting inventory. Requisition orders as needed for approval. Ensure prop ...","Baltimore, MD",Expeditor - M&T; Bank Stadium- Premium
ARAMARK,9/17/2016,"Assist the General Manager/Director of Concessions with the concessions operation to include duties such as booking, selecting and costing menu items, pricing, equipment rental, clerical responsibilities and general office duties. Supervise the preparation and service of food and refreshments, as we ...","Washington, DC","Concessions Manager - Verizon Center - Washington, DC"
ARAMARK,9/17/2016,"Prepare a daily report that verifies transactions Be able to work quickly and concisely under pressure Understand what is inclusive of a reimbursable meal Ensure storage of food in a proper and sanitary manner Organize and assist in major cleaning of refrigerators, freezers, and cooking and serving  ...","Arlington, VA",Subway Sandwich Artist- Virginia Hospital Center
ARAMARK,9/17/2016,"Manager of operations, responsible for developing and executing strategy to meet operating and financial goals. Leads the operations of food service accounts by ensuring areas of responsibility meet objectives and client expectations. Core Job Duties/Responsibilities Leadership Lead, mentor, engage  ...","Washington, DC",Food Service Director - Washington DC - Central Detention Fa...
ARAMARK,9/17/2016,"The grill cook takes orders for grill food items, cooks and prepares the order, and gives the order to the customer. Providing quality service is essential to customer satisfaction.  Essential Tasks & Responsibilities Sets up and breaks down the grill station Provides friendly and helpful customer s ...","Gettysburg, PA",Grill Cook - Gettysburg National Battlefield Museum
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Gettysburg, PA",General Utility Worker - Gettysburg National Battlefield Mus...
ARAMARK,9/17/2016,"As an Executive Chef you be responsible for the following Train and manage kitchen personnel and supervise/coordinate all related culinary activities Estimate food consumption and requisition or purchase food, select and develop recipes, standardize production recipes to ensure consistent quality, e ...","Hyattsville, MD","Executive Chef - LifeWorks - National Harbor, MD"
ARAMARK,9/17/2016,Use a cash register Make monetary change Prepare a daily report that verifies transactions Be able to work quickly and concisely under pressure Understand what is inclusive of a reimbursable meal Ensure storage of food in a proper and sanitary manner Organize and assist in major cleaning of refriger ...,"Baltimore, MD",Food Service Worker - University of MD Rehabilitation & Orth...
ARAMARK,9/17/2016,The cashier position is vital to achieving positive customer service and is responsible for successfully completing the financial transaction with the customer and maintaining the balance of the cash drawer at all times. Essential Tasks and Responsibilities Maintain a positive attitude and smile Gre ...,"Rockville, MD","Cashier - Human Genome Sciences, Inc."
ARAMARK,9/17/2016,"Sets up and breaks down work stations Maintains a clean and sanitary work station Cooks and prepares food according to production guidelines and recipes Knowledge of food product, identification, and acceptable level of food quality Ensures food is stored at the appropriate temperature for the appro ...","Frederick, MD",Cook - Hood College
ARAMARK,9/17/2016,"Prepare banquet room for the function Display excellent customer service and maintain a well groomed, neat appearance Serve meals and beverage in accordance with catering protocol Properly set tables for special functions Wipe and polish silverware Load and unload event equipment to various areas of ...","Gettysburg, PA",Catering Worker - Gettysburg National Battlefield Museum
ARAMARK,9/17/2016,"Responsible for providing exceptional customer service from the moment guests sits down until they leave the establishment. Display great hospitality, friendliness, and complete food and beverage knowledge. Responsible for money handling, beverage pouring, and dispensing policies as well as providin ...","Gettysburg, PA",Bartender-Gettysburg National Battlefield Museum
ARAMARK,9/17/2016,The cashier position is vital to achieving positive customer service and is responsible for successfully completing the financial transaction with the customer and maintaining the balance of the cash drawer at all times. Essential Tasks and Responsibilities Maintain a positive attitude and smile Gre ...,"Rockville, MD","Cashier - Human Genome Sciences, Inc."
ARAMARK,9/17/2016,"Sets up and breaks down work stations Maintains a clean and sanitary work station Cooks and prepares food according to production guidelines and recipes Knowledge of food product, identification, and acceptable level of food quality Ensures food is stored at the appropriate temperature for the appro ...","Washington, DC",Cook - CareFirst Union Center
ARAMARK,9/17/2016,Maintain a positive attitude and smile and be polite with customers throughout the transaction Greet customers as they approach the cash register Take the customer's order and prepare the order according to brand specifications and the customer requests Must have knowledge of menu items and recipes  ...,"Arlington, VA",Barista - Virginia Hospital Center - Starbucks
ARAMARK,9/17/2016,"Responsible for the supervision, training, and management of the food service operation. Ensure that appropriate quantities of food are prepared and served. Essential Tasks & Responsibilities Produce and maintain work schedules and may prepare production records. Direct daily activities. Maintains f ...","Washington, DC",Food Service Supervisor - The Catholic University of America
ARAMARK,9/17/2016,"Responsible for all aspects of food production, food safety, and all other activities which support food quality and Operational Excellence. Scope of Role Level of impact is within single unit or component. Account is generally a small operation with a single residential location, catering productio ...","Washington, DC",Chef Manager - Higher Education
ARAMARK,9/17/2016,Use a cash register Make monetary change Prepare a daily report that verifies transactions Be able to work quickly and concisely under pressure Understand what is inclusive of a reimbursable meal Ensure storage of food in a proper and sanitary manner Organize and assist in major cleaning of refriger ...,"Arlington, VA",Food Service Worker - Subway - Virginia Hospital Center
ARAMARK,9/17/2016,"Prepare a daily report that verifies transactions Be able to work quickly and concisely under pressure Understand what is inclusive of a reimbursable meal Ensure storage of food in a proper and sanitary manner Organize and assist in major cleaning of refrigerators, freezers, and cooking and serving  ...","Washington, DC",Food Service Worker - CUA - Food Court
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Washington, DC",General Utility Worker - CUA - Food Court
ARAMARK,9/17/2016,"The grill cook takes orders for grill food items, cooks and prepares the order, and gives the order to the customer. Providing quality service is essential to customer satisfaction.  Essential Tasks & Responsibilities Sets up and breaks down the grill station Provides friendly and helpful customer s ...","Frederick, MD",Grill Cook - Hood College
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Owings Mills, MD",General Utility Worker - CareFirst
ARAMARK,9/17/2016,"Management position, responsible for developing and executing catering solutions to meet customer needs. Facilitate the delivery of prepared food created from an event specific work order or in a room service environment. Core Job Duties/Responsibilities Leadership Ensure catering operations connect ...","Washington, DC",Catering Manager - Georgetown University
ARAMARK,9/17/2016,"Maintain a safe, sanitary work environment, which conforms to all standards and regulations. Adhere to safety policies and accident reporting procedures. Review monthly menu and ensure that food items are ordered. Assist in conducting inventory. Requisition orders as needed for approval. Ensure prop ...","Washington, DC",Cook Supervisor - American University
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Frederick, MD",General Utility Worker - Hood College
ARAMARK,9/17/2016,"About Aramark Correctional Services Aramark Correctional Services (ACS) is far and away the leader in outsourced food services within the Corrections industry, preparing well over 1,000,000 meals a day for state, county and city facilities. We are perhaps best known for our food, but to be the leade ...","Bel Air, MD",Food Service Manager - Harford County Detention Center
ARAMARK,9/17/2016,"Be able to work quickly and concisely under pressure Understand what is inclusive of a reimbursable meal Ensure storage of food in a proper and sanitary manner Organize and assist in cleaning of refrigerators, freezers, and cooking and serving equipment at the regularly scheduled intervals Ensure da ...","Frederick, MD",Student Worker - Hood College
ARAMARK,9/17/2016,"Coordinate, plan, participate, and supervise the production, preparation and presentation of food for a unit within the stadium. Provide a safe, sanitary work environment, which conforms to all standards and regulations and achieves profitable, competitive quality products. Supervise and participate ...","Washington, DC","Sous Chef - Verizon Center - Washington, DC"
ARAMARK,9/17/2016,Responsible for execution of the meal and understanding the timing of food production and to have all components of ready for consumption Responsible for expediting and maintaining the amount of food produced based on forecasted demand during peak and non peak service times Communicate with the mana ...,"Washington, DC",Cook Supervisor - Verizon Center
ARAMARK,9/17/2016,"Responsible for serving quality food and beverage in a timely and courteous manner to each customer. Essential Tasks & Responsibilities Ensure 100% guest satisfaction. Follow all recipe cards. Follow all ServSafe procedures. Prepare concession stand for an event by stocking product (cups, napkins, e ...","Washington, DC",Stand Worker-Part Time (Verizon Center)
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Ashburn, VA",General Utility Worker- Janelia Farm Research Campus
ARAMARK,9/17/2016,"Prepare banquet room for the function Display excellent customer service and maintain a well groomed, neat appearance Serve meals and beverage in accordance with catering protocol Properly set tables for special functions Wipe and polish silverware Load and unload event equipment into catering vehic ...","Frederick, MD",Catering Worker - Hood College
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Ashburn, VA",General Utility Worker- Janelia Farm Research Campus
ARAMARK,9/17/2016,"The primary responsibility of this position is to maximize the profitability of the Food and Beverage Operations. This person will ensure the highest level of customer service, safety, sanitation, food & beverage quality and consistency while at all times driving sales and controlling costs. In addi ...","Potomac, MD",Food & Beverage Supervisor- William F. Bolger Center
ARAMARK,9/17/2016,"Maintain a safe, sanitary work environment, which conforms to all standards and regulations. Adhere to safety policies and accident reporting procedures. Review monthly menu and ensure that food items are ordered. Assist in conducting inventory. Requisition orders as needed for approval. Ensure prop ...","Washington, DC",Cook Supervisor- American University - Washington College of...
ARAMARK,9/17/2016,The Catering Supervisor is responsible for supervision and support in planning catering events of varying sizes and levels in both central and satellite locations. Ensures that all catering brand standards and initiatives are consistently achieved. Essential Tasks & Responsibilities Develops and is  ...,"Frederick, MD",Catering Services Coordinator-Hood College
ARAMARK,9/17/2016,The Catering Supervisor is responsible for supervision and support in planning catering events of varying sizes and levels in both central and satellite locations. Ensures that all catering brand standards and initiatives are consistently achieved. Essential Tasks & Responsibilities Develops and is  ...,"Washington, DC",Catering Supervisor - Verizon Center
ARAMARK,9/17/2016,"Maintain a safe, sanitary work environment, which conforms to all standards and regulations. Adhere to safety policies and accident reporting procedures. Review monthly menu and ensure that food items are ordered. Assist in conducting inventory. Requisition orders as needed for approval. Ensure prop ...","Bel Air, MD",Cook Supervisor-Harford County Detention Center
ARAMARK,9/17/2016,"Maintain a safe, sanitary work environment, which conforms to all standards and regulations. Adhere to safety policies and accident reporting procedures. Review monthly menu and ensure that food items are ordered. Assist in conducting inventory. Requisition orders as needed for approval. Ensure prop ...","Bel Air, MD",Cook Supervisor - Harford County Detention Center
ARAMARK,9/17/2016,"Establishes and maintains policies, standards and programs for the provision of optimal, cost effective nutrition care to patients/residents. This includes coordinating and directing all clinical activities and determining and implementing appropriate staffing levels. Developes goals and objectives  ...","Silver Spring, MD","Clinical Nutrition Manager - Silver Spring, MD"
ARAMARK,9/17/2016,"Maintain a safe, sanitary work environment, which conforms to all standards and regulations. Adhere to safety policies and accident reporting procedures. Review monthly menu and ensure that food items are ordered. Assist in conducting inventory. Requisition orders as needed for approval. Ensure prop ...","Washington, DC",Cook Supervisor - The Catholic University of America
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Bowie, MD",General Utility Worker - IMI National Training Center
ARAMARK,9/17/2016,"The primary responsibility of this position is to maximize the profitability of the Food and Beverage Operations. This person will ensure the highest level of customer service, safety, sanitation, food & beverage quality and consistency while at all times driving sales and controlling costs. In addi ...","Dulles, VA",Cook Supervisor / Lead Cook - AOL
ARAMARK,9/17/2016,"The Food Service Worker position is vital to achieving excellent customer service in dining locations. The Food Service Workers are responsible for the line display, cooking food according to recipes, and making a one on one connection with the customer Essential Functions Use a cash register Make m ...","Washington, DC",Food Service Worker- Wash DC - Central Detention Facility
ARAMARK,9/17/2016,"Responsible for all aspects of food production, food safety, and all other activities which support food quality and Operational Excellence. Scope of Role Level of impact is within single unit or component. Account is generally a small operation with a single residential location, catering productio ...","Frederick, MD",Chef Manager - Higher Education
ARAMARK,9/17/2016,"The purpose of this job is to help ensure guest satisfaction by maintaining all dishes, pots, pans, silverware, glasses, equipment, and kitchen utensils in a clean and sanitized condition. In addition, this job requires that the employee keep the dishwashing machine station, three compartment sink,  ...","Gaithersburg, MD",General Utility Worker - Emergent
ARAMARK,9/17/2016,"Responsible for the supervision, training, and management of the food service operation. Ensure that appropriate quantities of food are prepared and served. Essential Tasks & Responsibilities Produce and maintain work schedules and may prepare production records. Direct daily activities. Maintains f ...","Washington, DC",Restaurant Supervisor- Georgetown University Hotel and Confe...
ARAMARK,9/17/2016,"Responsible for job functions of a particular section of the kitchen and/or a small/stand kitchen. Accurately and efficiently cook meats, fish, vegetables, soups, and other hot food products as well as prepare and portion food products prior to cooking. Also perform other duties in the areas of food ...","Baltimore, MD",Cook - University of MD Rehabilitation & Orthopedic Institut...
ARAMARK,9/17/2016,"Delivers strong operational performance by executing against Aramark Healthcare and regulatory agency standards and programs, continually monitoring operations, and completing assessments and necessary action plans to provide optimal food quality and meal service, and drive patient and customer sati ...","Baltimore, MD",Food Service Director - Healthcare
ARAMARK,9/17/2016,"The Food Service Worker position is vital to achieving excellent customer service in dining locations. The Food Service Workers are responsible for the line display, cooking food according to recipes, and making a one on one connection with the customer Essential Functions Use a cash register Make m ...","Washington, DC",Food Service Worker - F.D.I.C. Washington
ARAMARK,9/17/2016,"Position is responsible for Assisting Food & Beverage Director with all Food and Beverage Operations for the Front of the House operations. Responsbile for recruiting, hiring, developing, promoting, disciplinary action for F&B; Team. Responsible for forecasting, budgeting, P&L; responsibility, food &  ...","Potomac, MD","Food & Beverage Manager - William F Bolger Center - Potomac,..."
ARAMARK,9/17/2016,"Responsible for the supervision, training, and management of the food service operation. Ensure that appropriate quantities of food are prepared and served. Essential Tasks & Responsibilities Produce and maintain work schedules and may prepare production records. Direct daily activities. Maintains f ...","Washington, DC",Food Service Shift Supervisor - Georgetown University
ARAMARK,9/17/2016,The runner will assist in any aspect of the club level action stations and stands. Essential Tasks & Responsibilities Must learn and apply our customer Service Model WEST Utilize transfer sheets to deliver product. Properly stack items to prevent damage of items and to prevent overloading of coolers ...,"Baltimore, MD",Club Runner - M&T; Bank Stadium - Club
ARAMARK,9/17/2016,"The Food Service Worker position is vital to achieving excellent customer service in dining locations. The Food Service Workers are responsible for the line display, cooking food according to recipes, and making a one on one connection with the customer Essential Functions Use a cash register Make m ...","Washington, DC",Food Service Worker- Wash DC - Central Detention Facility
ARAMARK,9/17/2016,"The primary responsibility of this position is to maximize the profitability of the Food and Beverage Operations. This person will ensure the highest level of customer service, safety, sanitation, food & beverage quality and consistency while at all times driving sales and controlling costs. In addi ...","Potomac, MD",Food & Beverage Supervisor - William F. Bolger Center
ARAMARK,9/17/2016,"Sets up and breaks down work stations Maintains a clean and sanitary work station Cooks and prepares food according to production guidelines and recipes Knowledge of food product, identification, and acceptable level of food quality Ensures food is stored at the appropriate temperature for the appro ...","Potomac, MD",Cook - William F. Bolger Center
Zoes Kitchen,9/17/2016,"Do you have prior restaurant and/or culinary experience? Do you have considerable knowledge of the methods and practices of food preparation and service? Do you have a passion for food and the restaurant business? If so, we'd like to meet you! Our 100% fresh kitchen is challenging and very hands on, ...","Potomac, MD",Cook
Zoes Kitchen,9/17/2016,"Kitchen Leaders play an integral role in ensuring that every customer receives an uncompromising food experience. This involves ensuring that quality ingredients are used and that the customer is always served in a fast, friendly, and consistent manner by following Zos recipes, portions and plate pr ...","Potomac, MD",Kitchen Leader
Zoes Kitchen,9/17/2016,"Do you have prior restaurant and/or culinary experience? Do you have considerable knowledge of the methods and practices of food preparation and service? Do you have a passion for food and the restaurant business? If so, we'd like to meet you! Our 100% fresh kitchen is challenging and very hands on, ...","Fairfax, VA",Cook
Zoes Kitchen,9/17/2016,"Kitchen Leaders play an integral role in ensuring that every customer receives an uncompromising food experience. This involves ensuring that quality ingredients are used and that the customer is always served in a fast, friendly, and consistent manner by following Zos recipes, portions and plate pr ...","Fairfax, VA",Kitchen Leader
Virginia Hospital Center,9/17/2016,"Purpose and Scope  Working as part of a team in the Food and Nutrition Services Department, the Cook will perform tasks such as cooking and presenting meals for patients, employees and customers of Virginia Hospital Center. Incumbent will follow proper food handling procedures, maintain production r ...","Arlington, VA",Cook
Mount Washington Hotel,9/17/2016,Maintain kitchen sanitation in accordance with health department guidelines Insure station is set for service 15 minutes prior to service. Required to learn all menu items produced by assigned station. Perform work assignments to meet proper quantities within a necessary time frame. Prepare a mixtur ...,"Washington, DC",Banquet Cook 2
Mount Washington Hotel,9/17/2016,"Represents management at functions. Determines set ups in conjunction with Director of Catering. Coordinates functions with service staff, Chef and Head Steward.Sees that guest satisfaction is achieved through effective supervision and delegation of functions, checks on food quality and courteous pe ...","Washington, DC",Banquet Manager
Mount Washington Hotel,9/17/2016,"Responsible for the execution of all Omni Hotel and company policies/procedures, ensuring that all services provided achieve the established standards within the agreed budgetary controls. To assist the Executive Chef in budgeting i.e. food cost/payroll/etc. When agreed, control all overheads/achiev ...","Washington, DC",Executive Sous Chef
Mount Washington Hotel,9/17/2016,Ensure registration cards are completed. Ensure all needed reports are run. Continued training done with all associates. Ensure MOS& POE program is consistent. Communicate with all departments on continuing basis. Especially the communication with Assistant Front Office Managers each evening/morning ...,"Washington, DC",Director of Front Office
Mount Washington Hotel,9/17/2016,"Determines work procedures, prepares work schedules, and expedites workflow Assigns duties and examines work for exactness, neatness, and conformance to policies and procedures Studies and standardizes procedures to improve efficiency of subordinates Resolves associate issues Be able to read banquet ...","Washington, DC",Stewarding Supervisor
Omni Hotels & Resorts,9/17/2016,Ensure registration cards are completed. Ensure all needed reports are run. Continued training done with all associates. Ensure MOS& POE program is consistent. Communicate with all departments on continuing basis. Especially the communication with Assistant Front Office Managers each evening/morning ...,"Washington, DC",Director of Front Office
Bob Evans Farms,9/16/2016,"As a Kitchen Prep your job is critical to the smooth operation of the restaurant both in supplying the needed food items and in keeping the kitchen organized during the day. You will assist in thawing, baking and preparing food items to meet daily business needs. Cooks some food items by following s ...","Frederick, MD",KITCHEN PREPARATION
Interstate Hotels & Resorts,9/16/2016,"You bring the dishes that the chef creates to life. The chef relies on you to ""get it right"" and you take pride in making it happen. The bustle and sometimes intensity of the kitchen energizes you. You understand the importance of staying within budget and know exactly how much to prep. You also und ...","Washington, DC",Line Cook
"P.F. Chang's China Bistro, Inc...",9/16/2016,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Columbia, MD",Restaurant Manager
The Westin,9/16/2016,"The Sous Chef is responsible for ensuring that all meals coming from the kitchen are well prepared with regard to quality, consistency, eye appeal, taste and food cost. He/she is expected to provide training for all staff; meet corporate quality standards; and assist in establishing and enforcing fo ...","Gaithersburg, MD",Sous Chef
Sodexo,9/16/2016,"Maintains food quality and customer service in a cash handling retail food operation that includes branded concepts, in house formats and signature designs. May assume General Manager's (GM) responsibilities and authority in his/her absence. Assists in maintenance of cash control and payroll records ...","WASHINGTON, DC",Retail Manager 2
SUPERVALU,9/15/2016,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Brooklyn Park, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Brooklyn Park - Maryl...
SUPERVALU,9/15/2016,Cashier SHOPPERS Food & Pharmacy (Coral Hills MD) Cashier SHOPPERS Food & Pharmacy (Coral Hills MD) (79248) Cashier Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Respons ...,"Capitol Heights, MD",Cashier - SHOPPERS Food & Pharmacy (Coral Hills MD)
Stratford University,9/15/2016,"Adjunct Faculty (Food Science) All times are in Central Daylight Time. Job ID 2016 2861 City Baltimore State/Province Maryland Country United States Posted Date 8/25/2016 7 35 00 AM Passion...Inspiration...Innovation...Do you live by those? If yes, read on... Passion...Inspiration...Innovation... Do ...","Baltimore, MD",Adjunct Faculty - (Food Science)
"Level One Personnel, Inc.",9/15/2016,"Details for Job Order Number 34838 Job Title Bartender/ Server Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Bartender/ Server A local entertainment company is looking for experienced Bartenders and Servers to join th ...","Laurel, MD",Bartender/ Server
"Level One Personnel, Inc.",9/15/2016,"Details for Job Order Number 34839 Job Title Busser Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Busser A local entertainment company is looking for bussers to join their team on a permanent , full time basis at thei ...","Laurel, MD",Busser
"Level One Personnel, Inc.",9/15/2016,"Details for Job Order Number 34840 Job Title Concession Worker Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Concession Worker A local entertainment company is looking for concession workers to join their team on a pe ...","Laurel, MD",Concession Worker
"Level One Personnel, Inc.",9/15/2016,"A Line Cook is responsible for food preparation specifically related to the station that they are working, as well as assisting other stations as needed. The position demands the ability to work effectively and neatly in a fast paced environment. ESSENTIAL DUTIES AND RESPONSIBILITIES include the fol ...","Laurel, MD",Line Cook
"Level One Personnel, Inc.",9/15/2016,"A Prep Cook is responsible for food preparation as delegated by the supervisor. The position demands the ability to handle food properly, adequate knife skills and food knowledge and the ability to prepare food in large quantities at a quick and efficient pace. ESSENTIAL DUTIES AND RESPONSIBILITIES  ...","Laurel, MD",Prep Cook
"Level One Personnel, Inc.",9/15/2016,"Details for Job Order Number 34843 Job Title Short Order Cook/Cashier Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Short Order Cook/Cashier A local entertainment company is looking for an experienced Short Order Cook ...","Laurel, MD",Short Order Cook/Cashier
Unidine Corporation,9/14/2016,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Eldersburg, MD",Executive Chef
Nordstrom,9/14/2016,"Line/Prep Cook The Fashion Centre at Pentagon City Line/Prep Cook The Fashion Centre at Pentagon City (262754) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom is a fashion specialty retailer th ...","Arlington, VA",Line/Prep Cook - The Fashion Centre at Pentagon City
Bob Evans Farms,9/14/2016,"As a Kitchen Prep your job is critical to the smooth operation of the restaurant both in supplying the needed food items and in keeping the kitchen organized during the day. You will assist in thawing, baking and preparing food items to meet daily business needs. Cooks some food items by following s ...","Waldorf, MD",KITCHEN PREPARATION
Interstate Hotels & Resorts,9/14/2016,"You bring the dishes that the chef creates to life. The chef relies on you to ""get it right"" and you take pride in making it happen. The bustle and sometimes intensity of the kitchen energizes you. You understand the importance of staying within budget and know exactly how much to prep. You also und ...","Arlington, VA",Cook I
McDonald's Corporation,9/14/2016,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership to crew and other managers during a shift to ensure great Quality, Service and Cleanliness to customer ...","Silver Spring, MD",Shift manager - All shifts
McDonald's Corporation,9/14/2016,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. But some managers also lead Departments. These managers' responsibilities may include managing assigned Systems, like Training, Food Safet ...","Silver Spring, MD",Department Manager - All shifts
McDonald's Corporation,9/14/2016,"crew Opportunities Description / Requirements It's time you worked for someone who will give you the tools to learn, grow and be what you want to be both personally and professionally. We're looking for hard working, enthusiastic individuals who want to be a part of a winning team. If you enjoy work ...","Silver Spring, MD",Crew - All shifts
"P.F. Chang's China Bistro, Inc...",9/14/2016,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Towson, MD",Restaurant Manager
Compass Group,9/13/2016,"Sr. Executive Chef in Falls Church, VA This is an exciting opportunity for an energetic, entrepreneurial Culinary professional who is constantly seeking a better way to conduct business. This key leadership position is directly responsible for the successful operation of the Culinary Department in a ...","Falls Church, VA","SENIOR EXECUTIVE CHEF / FALLS CHURCH, VA Job"
Compass Group,9/13/2016,"Train, manage, and develop hourly associates. Assist with catering events. Roll out new culinary programs in conjunction with Eurest marketing and culinary team. Qualifications BS degree in Hospitality or Culinary degree preferred. Two plus years of previous management or supervisory experience. Pre ...","Hunt Valley, MD",FRONT OF THE HOUSE ASSISTANT MANAGER - BUSINESS DINING - POT...
Compass Group,9/13/2016,"Full culinary management of food service operation to include inventory, ordering and receiving. Good knowledge of food and catering trends with a focus on quality, production, sanitation, food cost controls, and presentation. Knowledge of P&L; accountability and contract managed service experience i ...","Westminster, MD","CHEF MANAGER / Westminster, MD Job"
Compass Group,9/13/2016,"This is an exciting opportunity for an energetic, entrepreneurial Culinary professional who is constantly seeking a better way to conduct business. This hands on leadership position is directly responsible for the successful operation of the Culinary Department in an Acute Care Hospital. The Sous Ch ...","Washington, DC; Virginia Beach, VA","SOUS CHEF - D.C./ NORTHERN, VA METRO AREA Job"
Compass Group,9/13/2016,"This is an exciting opportunity for an energetic, entrepreneurial Culinary professional who is constantly seeking a better way to conduct business. This hands on leadership position is directly responsible for the successful operation of the Culinary Department in an Acute Care Hospital. The Sous Ch ...","Washington, DC","SOUS CHEF - WASHINGTON, DC Job"
Compass Group,9/13/2016,"A Fresh Approach To Great Results. Charlotte based Compass Group North America is the leader in foodservice management and support services. By combining fresh ideas with the industry’s greatest talent, we continue to set the standards for food and service excellence. Our vision for success is ...","Washington, DC","EXECUTIVE CHEF / WASHINGTON, DC Job"
Army Installation Management C...,9/13/2016,"Note to applicants Please include name and contact information for two (2) professional references in your resume and/or DA Form 3433 application when applying for jobs. The IMCOM G 9 mission is to create and maintain ""FIRST CHOICE"" MWR products and services for America's Army, essential to a ready, ...","Aberdeen Proving Ground, MD","Food Service Worker, NA-02"
Army Installation Management C...,9/13/2016,"Note to applicants Please include name and contact information for at least two (2) professional references in your resume and/or DA Form 3433 application when applying for jobs The IMCOM G 9 mission is to create and maintain ""FIRST CHOICE"" MWR programs and services for America's Army, essential to  ...","Aberdeen Proving Ground, MD","Waiter (Trainee), NA-01, (DEVELOPMENTAL to NA-03)"
Maryland Live! Casino,9/13/2016,SCOPE AND MAIN PURPOSE OF JOB Let's Get the Party Started...and keep it going! Responsible and accountable for all aspects of alcoholic and non alcoholic beverages sales and service at bar outlets throughout the casino. Ensure consistent quality of products. Prepares and serves beverages with a sens ...,"Hanover, MD",Live! Party Starter Bartender
Maryland Live! Casino,9/13/2016,Assists with the development and managing of the budget for the beverage department. Supervises programs and processes to reduce and control loss time injuries. Schedules staffing levels to maintain budgeted levels employment and at the level to ensure a positive gaming experience by the guests of M ...,"Hanover, MD",Beverage/Bar Supervisor
Maryland Live! Casino,9/13/2016,"About Us and our F&B; Service Culture In Food and Beverage, we sincerely embrace the communities and cultures where we live, appreciate the values diversity brings, actively learn from others, and in turn, warmly share our knowledge and experiences with colleagues and guests.  We highly value and sho ...","Hanover, MD",Bartender
Maryland Live! Casino,9/13/2016,"About Us and our F&B; Service Culture  In Food and Beverage, we sincerely embrace the communities and cultures where we live, appreciate the values diversity brings, actively learn from others, and in turn, warmly share our knowledge and experiences with colleagues and guests. We highly value and sho ...","Hanover, MD",Barback
